"id","word","pronunciation","meaning","audio_path","POS","Lv"
570,怒る,おこる,화내다,,동사(動詞),4
571,三日,みっか,"3일",,수사(数詞),4
572,入学,にゅうがく,입학,,명사(名詞),4
573,連れる,つれる,데리고 오다(가다),,동사(動詞),4
574,開く,ひらく,열다,,동사(動詞),4
575,濡れる,ねれる,젖다,,동사(動詞),4
576,咲く,さく,피다,,동사(動詞),4
577,邪魔するな,じゃまするな,방해하지마,,동사+명사,4
578,持つ,もつ,"들다, 가지다",,동사(動詞),4
579,自動車,じどうしゃ,자동차,,명사(名詞),4
580,心配,しんぱい,"심려, 걱정",,명사(名詞),4
581,頂きます,いただきます,잘먹겠습니다,,인사 표현,4
582,引っ越す,ひっこす,이사하다,,명사(名詞),4
583,階段,かいだん,계단,,명사(名詞),4
584,簡単な,かんたんな,간단한,,형용동사(形容動詞),4
585,はがき,,옆서,,명사(名詞),4
586,往復,おうふく,왕복,,명사(名詞),4
587,肩,かた,어깨,,명사(名詞),4
588,こっそり,,"살짝, 몰래",,부사(副詞),4
589,細かい,こまかい,"자잘하다, 세세하다",,형용사(形容詞),4
590,草,くさ,풀,,명사(名詞),4
591,帽子,ぼうし,모자,,명사(名詞),4
592,苦しい,くるしい,괴롭다,,형용사(形容詞),4
594,進む,すすむ,나아가다,,동사(動詞),4
595,今度は,こんどは,다음번은 (이번은도 됨),,명사(名詞),4
596,石,いし,돌,,명사(名詞),4
597,止まる,とまる,멈추다 (자동사),,동사(動詞),4
598,背広,せびろ,신사복,,명사(名詞),4
599,畳,たたみ,다다미 (일본식 바닥),,명사(名詞),4
600,道具,どうぐ,도구,,명사(名詞),4
601,方,かた,분 (사람을 가르키는),,명사(名詞),4
602,では,,그럼,,접속사,4
603,危険,きけん,위험,,명사(名詞),4
604,寂しい,さびしい,"외롭다, 쓸쓸하다",,형용사(形容詞),4
605,横,よこ,"가로, 옆",,명사(名詞),4
606,自由,じゆう,자유,,명사(名詞),4
607,校外,こうがい,교외,,명사(名詞),4
608,入力,にゅうりょく,입력,,명사(名詞),4
609,交通,こうつう,교통,,명사(名詞),4
610,欠席,けっせき,결석,,명사(名詞),4
611,作品,さくひん,작품,,명사(名詞),4
612,きっと,,꼭,,부사(副詞),4
613,なるほど,,역시 그렇군,,부사(副詞),4
614,木曜日,もくようび,목요일,,명사(名詞),4
615,庭,にわ,정원,,명사(名詞),4
616,または,,혹은,,명사(名詞),4
617,船,ふね,배 (바다 위의),,명사(名詞),4
618,押入れ,おしいれ,벽장,,명사(名詞),4
619,字引,じびき,자인 (사전의 옛말),,명사(名詞),4
620,付く,つく,붙다,,동사(動詞),4
621,晴れる,はれる,개다,,명사(名詞),4
622,柔道,じゅうどう,유도 (운동),,명사(名詞),4
623,涼しい,すずしい,시원하다,,형용사(形容詞),4
624,丁寧に,ていねいに,정중히,,명사(名詞),4
625,建つ,たつ,세워지다,,동사(動詞),4
626,角,かど,모퉁이,,명사(名詞),4
627,不便,ふべん,불편,,명사(名詞),4
628,予約,よやく,예약,,명사(名詞),4
629,感じる,かんじる,느끼다,,동사(動詞),4
630,壊す,こわす,"부수다, 고장내다",,동사(動詞),4
631,飲み物,のみもの,마실것,,명사(名詞),4
632,どちら,,"어느 것, 어느 쪽",,대명사(代名詞),4
633,直接,ちょくせつ,직접,,부사(副詞),4
634,幾つ,いくつ,"몇, 몇개",,명사(名詞),4
635,祝う,いわう,축하하다,,동사(動詞),4
636,笑う,わらう,웃다,,동사(動詞),4
637,良い,"よい, いい",좋다,,형용사(形容詞),4
638,男の子,おとこのこ,남자아이,,명사(名詞),4
639,針,はり,바늘,,명사(名詞),4
640,間違える,まちがえる,틀리다,,동사(動詞),4
641,質問,しつもん,질문,,명사(名詞),4
642,光,ひかり,빛,,명사(名詞),4
643,場所,ばしょ,장소,,명사(名詞),4
644,真ん中,まんなか,정가운데,,명사(名詞),4
645,盗む,ぬすむ,훔치다,,동사(動詞),4
646,心,こころ,마음,,명사(名詞),4
647,月,つき,달,,명사(名詞),4
648,全然,ぜんぜん,전혀,,부사(副詞),4
649,空く,あく,(속이)비다,,동사(動詞),4
650,そんなに,,그렇게,,부사(副詞),4
651,一杯,いっぱい,"한잔, 가득",,부사(副詞),4
652,続ける,つづける,계속하다,,동사(動詞),4
653,注意,ちゅうい,주의,,명사(名詞),4
654,渡る,わたる,건너다,,동사(動詞),4
655,文化,ぶんか,문화,,명사(名詞),4
656,付ける,つける,붙이다,,동사(動詞),4
657,負ける,まける,"지다, 패배하다",,동사(動詞),4
658,首,くび,"목, 모가지",,명사(名詞),4
659,自動,じどう,자동,,명사(名詞),4
660,塗る,ぬる,바르다,,동사(動詞),4
661,自分,じぶん,자신,,명사(名詞),4
662,結果,けっか,결과,,명사(名詞),4
663,女性,しょせい,여성,,명사(名詞),4
664,乾く,かわく,"마르다, 건조하다",,동사(動詞),4
665,おとなしい,,어른스러운,,형용사(形容詞),4
666,手伝う,てつだう,돕다,,동사(動詞),4
667,大体分かった,だいたいわかった,거의 이해했어,,부사(副詞)+동사(動詞),4
668,心理,しんり,심리,,명사(名詞),4
669,試験,しけん,시험,,명사(名詞),4
670,置く,おく,두다,,동사(動詞),4
671,お連れ様,おつれさま,일행분,,명사(名詞),4
672,会議,かいぎ,회의,,명사(名詞),4
673,関係,かんけい,관계,,명사(名詞),4
674,お願い,おねがい,부탁해,,명사(名詞),4
675,隣,となり,이웃집,,명사(名詞),4
676,ずっと,,"계속, (예전부터) 쭉~",,부사(副詞),4
677,政治,せいじ,정치,,명사(名詞),4
678,工事,こうじ,공사,,명사(名詞),4
679,大使館,たいしかん,대사관,,명사(名詞),4
680,洗濯,せんたく,세탁,,명사(名詞),4
681,決して,けっして,결코,,부사(副詞),4
682,お爺さん,おじいさん,할아버지,,명사(名詞),4
683,もらう,,받다,,동사(動詞),4
684,文法,ぶんぽう,문법,,명사(名詞),4
685,港,みなと,항구,,명사(名詞),4
686,国際,こくさい,국제,,명사(名詞),4
687,女の子,おんなのこ,여자아이,,명사(名詞),4
688,違う,ちがう,"다르다, 틀리다",,동사(動詞),4
689,充電器,じゅうでんき,충전기,,명사(名詞),4
690,紹介,しょうかい,소개,,명사(名詞),4
691,易しい,やさしい,쉽다,,형용동사(形容動詞),4
692,お弁当,おべんとう,도시락,,명사(名詞),4
693,領事館,りょうじかん,영사관,,명사(名詞),4
694,残る,のこる,남다,,동사(動詞),4
695,薄い,うすい,"얇다, 엷다, 싱겁다",,형용사(形容詞),4
696,着物,きもの,기모노,,명사(名詞),4
697,着く,つく,도착하다,,동사(動詞),4
698,無くなる,なくなる,없어지다,,동사(動詞),4
699,太る,ふとる,살찌다,,동사(動詞),4
700,喫茶店,きっさてん,"다방, 찻집",,명사(名詞),4
701,先輩,せんぱい,선배,,명사(名詞),4
702,重要,じゅうよう,중요,,명사(名詞),4
703,教育,きょういく,교육,,명사(名詞),4
704,君,きみ,너,,대명사(代名詞),4
705,転入,てんにゅう,전입,,명사(名詞),4
706,受ける,うける,받다,,동사(動詞),4
707,残念だな,ざんねんだな,유감이네,,형용동사(形容動詞),4
708,食料品,しょくりょうひん,식료품,,명사(名詞),4
709,久しぶり,ひさしぶり,오래간만,,명사(名詞),4
710,抱きしめる,だきしめる,끌어안다,,동사(動詞),4
711,これから,,지금부터,,부사(副詞),4
712,冷房,れいぼう,냉방,,명사(名詞),4
713,鏡,かがみ,거울,,명사(名詞),4
714,利用,りよう,이용,,명사(名詞),4
715,中止,ちゅうし,중지,,명사(名詞),4
716,お酒,おさけ,술,,명사(名詞),4
717,生きる,いきる,살다,,동사(動詞),4
718,事故,じこ,사고 (사건사고할때),,명사(名詞),4
719,始める,はじめる,시작하다,,동사(動詞),4
720,世話,せわ,"보살핌, 돌 봄",,명사(名詞),4
721,早い,はやい,빠르다 (시간적으로),,형용사(形容詞),4
722,匂い,におい,냄새,,명사(名詞),4
723,忘れ物,わすれもの,깜빡 잊은 물건,,명사(名詞),4
724,美術館,びじゅつかん,미술관,,명사(名詞),4
725,素晴らしい,すばらしい,훌륭하다,,형용사(形容詞),4
726,全部,ぜんぶ,전부,,명사(名詞),4
727,全国,ぜんこく,전국,,명사(名詞),4
728,昼休み,ひるやすみ,점심시간,,명사(名詞),4
729,最新,さいしん,최신,,명사(名詞),4
730,妻,つま,아내,,명사(名詞),4
731,鉄道,てつどう,철도,,명사(名詞),4
732,結構いいね,けっこういいね,제법 괜찮네,,부사(副詞)+형용사(形容詞),4
733,ほとんど,,"거의, 대부분",,"부사(副詞),명사(名詞)",4
734,使う,つかう,사용하다,,동사(動詞),4
735,お婆さん,おばあさん,할머니,,명사(名詞),4
736,太い,ふとい,굵다,,형용사(形容詞),4
737,向こう,むこう,"저쪽, 맞은편",,명사(名詞),4
738,文学,ぶんがく,문학,,명사(名詞),4
739,似る,にる,닮다,,동사(動詞),4
740,悲しい,かなしい,슬프다,,형용사(形容詞),4
741,土地,とち,토지,,명사(名詞),4
742,入社,にゅうしゃ,입사 (회사에 들어감),,명사(名詞),4
743,ごめんなさい,,미안합니다,,인사 표현,4
744,欲しい,ほしい,"하고싶다, 탐나다, 바라다",,형용사(形容詞),4
745,優しい,やさしい,다정하다,,형용사(形容詞),4
746,"1億",いちおく,"1억",,수사(数詞),4
747,集まる,あつまる,모이다,,동사(動詞),4
748,今夜,こんや,오늘밤,,명사(名詞),4
749,医学,いがく,의학,,명사(名詞),4
750,小さな,ちいさな,작은,,관형사（けんようし）,4
751,公務員,こうむいん,공무원,,명사(名詞),4
752,金曜日,きんようび,금요일,,명사(名詞),4
753,理由,りゆう,이유,,명사(名詞),4
754,一緒に,いっしょに,함께,,부사(副詞),4
755,最も,もっとも,(무엇보다도) 가장,,부사(副詞),4
756,気分,きぶん,기분,,명사(名詞),4
757,様々だ,さまざまだ,다양하다,,형용동사(形容動詞),4
758,旅館,りょかん,여관,,명사(名詞),4
759,黒,くろ,흑,,명사(名詞),4
760,片付ける,かたづける,정리하다,,동사(動詞),4
761,切る,きる,자르다,,동사(動詞),4
762,取る,とる,"잡다, 들다",,동사(動詞),4
763,褒める,ほめる,칭찬하다,,동사(動詞),4
764,雲,くも,구름,,명사(名詞),4
765,楽しみ,たのしみ,즐거움,,명사(名詞),4
766,規則,きそく,규칙,,명사(名詞),4
767,次,つぎ,다음,,명사(名詞),4
768,投げる,なげる,던지다,,동사(動詞),4
769,雑誌,ざっし,잡지,,명사(名詞),4
770,交差点,こうさてん,"교차점, 사거리",,명사(名詞),4
771,運動,うんどう,운동,,명사(名詞),4
772,それほど,,그만큼,,부사(副詞),4
773,起こす,おこす,"일으키다 (몸, 사건 등)",,동사(動詞),4
774,列車,れっしゃ,열차,,명사(名詞),4
775,伝える,つたえる,전하다,,동사(動詞),4
776,二人,ふたり,두 명,,수사(数詞),4
777,普通,ふつう,보통,,명사(名詞),4
778,店員,てんいん,점원,,명사(名詞),4
779,男性,だんせい,남성,,명사(名詞),4
780,昨日,きのう,어제,,명사(名詞),4
781,主人,しゅじん,주인,,명사(名詞),4
782,糸,いと,실,,명사(名詞),4
783,煩い,うるさい,시끄럽다,,형용사(形容詞),4
784,落ちる,おちる,떨어지다,,동사(動詞),4
785,竹,たけ,대나무,,명사(名詞),4
786,つまらない,,시시하다,,형용사(形容詞),4
787,お腹が空く,おなかがすく,배가 고프다,,동사(動詞),4
788,勤める,つとめる,근무하다,,동사(動詞),4
789,足りない,たりない,"부족하다 (돈, 능력, 잠 등 다됨)",,동사(動詞),4
790,辺,へん,"근처, 부근",,명사(名詞),4
791,混ぜる,まぜる,"섞다, 혼합하다",,동사(動詞),4
792,団体,だんたい,단체,,명사(名詞),4
793,夢,ゆめ,꿈,,명사(名詞),4
794,六日,むいか,"6일",,수사(数詞),4
795,本気,ほんき,진심,,명사(名詞),4
796,空港,くうこう,공항,,명사(名詞),4
797,印象,いんしょう,인상,,명사(名詞),4
798,どっち,,어느쪽,,대명사(代名詞),4
799,直す,なおす,고치다,,동사(動詞),4
800,怖い,こわい,무섭다,,형용사(形容詞),4
801,細い,ほそい,가늘다,,형용사(形容詞),4
802,爪,つめ,손톱,,명사(名詞),4
803,"6.退院",たいいん,퇴원,,명사(名詞),4
804,血,ち,피 (몸속의),,명사(名詞),4
805,彼女,かのじょ,그녀,,대명사(代名詞),4
806,説明,せつめい,설명,,명사(名詞),4
807,家,いえ,집,,명사(名詞),4
808,一日,ついたち,"1일",,수사(数詞),4
809,映画,えいが,영화,,명사(名詞),4
810,韓国,かんこく,한국,,명사(名詞),4
811,砂糖,さとう,설탕,,명사(名詞),4
812,駐車場,ちゅうしゃじょう,주차장,,명사(名詞),4
813,すぐ,,즉시,,부사(副詞),4
814,花見,はなみ,꽃놀이 (벚꽃구경같은),,명사(名詞),4
815,工場,こうじょう,공장,,명사(名詞),4
816,一方,いっぽう,"한편, 한쪽",,명사(名詞),4
817,たまに,,가끔 (가끔 만나 할때),,부사(副詞),4
818,塵,ごみ,쓰레기,,명사(名詞),4
819,道,みち,길,,명사(名詞),4
820,屋上,おくじょう,옥상,,명사(名詞),4
821,食事,しょくじ,식사,,명사(名詞),4
822,戻る,もどる,되돌아가다,,동사(動詞),4
823,始まる,はじまる,시작되다,,동사(動詞),4
824,閉まる,しまる,닫히다,,동사(動詞),4
825,文章,ぶんしょう,문장,,명사(名詞),4
826,皆,みな,"모두들, 전부",,명사(名詞),4
827,朝御飯,あさごはん,아침밥,,명사(名詞),4
828,慣れる,なれる,익숙해지다,,동사(動詞),4
829,虫,むし,벌레,,명사(名詞),4
830,水道,すいどう,수도 (하수도할때),,명사(名詞),4
831,有名な,ゆうめいな,유명한,,명사(名詞),4
832,入院,にゅういん,입원,,명사(名詞),4
833,調査,ちょうさ,조사,,명사(名詞),4
834,昼ご飯,ひるごはん,점심밥,,명사(名詞),4
835,届く,とどく,"도착하다 (편지, 택배 등)",,동사(動詞),4
836,厚い,あつい,두껍다,,형용사(形容詞),4
837,下着,したぎ,속옷,,명사(名詞),4
838,親しい,したしい,친하다,,명사(名詞),4
839,講義,こうぎ,강의,,명사(名詞),4
840,孫,まご,손자,,명사(名詞),4
841,林,はやし,숲,,명사(名詞),4
842,出来る,できる,할 수 있다,,동사(動詞),4
843,胃,い,위 (몸속의),,명사(名詞),4
844,五日,いつか,"5일",,수사(数詞),4
845,怪我,けが,부상,,명사(名詞),4
846,神社,じんじゃ,신사 (신이있는),,명사(名詞),4
847,家族,かぞく,가족,,명사(名詞),4
848,綺麗,きれい,예쁘다,,형용사(形容詞),4
849,選ぶ,えらぶ,선택하다,,동사(動詞),4
850,舌,した,혀,,명사(名詞),4
851,今回は,こんかいは,이번에는,,명사(名詞)+조사(は」),4
852,賛成,さんせい,찬성,,명사(名詞),4
853,折れる,おれる,부러지다,,동사(動詞),4
854,間,あいだ,사이,,명사(名詞),4
855,捨てる,すてる,버리다,,동사(動詞),4
856,あそこ,,그쪽,,대명사(代名詞),4
857,喧嘩,けんか,싸움,,명사(名詞),4
858,以内,いない,이내,,부사(副詞),4
859,わざと,,"일부러, 고의로",,부사(副詞),4
860,電報,でんぽう,전보,,명사(名詞),4
861,晩,ばん,저녁,,명사(名詞),4
862,酔う,よう,취하다,,동사(動詞),4
863,終わり,おわり,끝,,명사(名詞),4
864,部屋,へや,방,,명사(名詞),4
865,切手,きって,"우표, 수표",,명사(名詞),4
866,まずは,,우선은,,부사(副詞),4
867,形,かたち,모양,,명사(名詞),4
868,将来,しょうらい,장래,,명사(名詞),4
869,あっち,,저쪽,,대명사(代名詞),4
870,冷蔵庫,れいぞうこ,냉장고,,명사(名詞),4
871,熱い,あつい,뜨겁다,,형용사(形容詞),4
872,趣味,しゅみ,취미,,명사(名詞),4
873,安全,あんぜん,안전,,명사(名詞),4
874,野菜,やさい,야채,,명사(名詞),4
875,恥ずかしい,はずかしい,부끄럽다,,형용사(形容詞),4
876,土曜日,どようび,토요일,,명사(名詞),4
877,授業,じゅぎょう,수업,,명사(名詞),4
878,テレビ番組,てれびばんぐみ,TV프로,,명사(名詞),4
879,建てる,たてる,세우다 (건물등),,명사(名詞),4
880,指,ゆび,손가락,,명사(名詞),4
881,歌,うた,노래,,명사(名詞),4
882,席,せき,자리,,명사(名詞),4
883,嘘,うそ,거짓말,,명사(名詞),4
884,穿く,はく,"입다(바지), 신다(신발)",,동사(動詞),4
885,旅,たび,여행,,명사(名詞),4
886,手袋,てぶくろ,장갑,,명사(名詞),4
887,生産,せいさん,생산,,명사(名詞),4
888,大きな,おおきな,큰,,수식어(連体詞),4
889,線,せん,선,,명사(名詞),4
890,疲れる,つかれる,지치다,,동사(動詞),4
891,以前,いぜん,이전,,명사(名詞),4
892,祖母,そぼ,할머니,,명사(名詞),4
893,約束,やくそく,약속,,명사(名詞),4
894,方法,ほうほう,방법,,명사(名詞),4
895,暇,ひま,한가한 시간,,명사(名詞),4
897,昼寝,ひるね,낮잠,,명사(名詞),4
898,遂に,ついに,마침내,,부사(副詞),3
899,宴会,えんかい,연회,,명사(名詞),3
900,上司,じょうし,(직장)상사,,명사(名詞),3
901,合計,ごうけい,합계,,명사(名詞),3
902,破る,やぶる,"깨다, 깨뜨리다",,명사(名詞),3
903,芸術,げいじゅつ,예술,,명사(名詞),3
904,味方,みかた,"자기편, 아군",,명사(名詞),3
906,当時,とうじ,당시,,명사(名詞),3
907,違い,ちがい,"틀림, 차이",,명사(名詞),3
908,事情,じじょう,사정,,명사(名詞),3
909,騒ぎ,さわぎ,소란,,명사(名詞),3
910,運賃,うんちん,운임 (교통비),,명사(名詞),3
911,縮小,しゅくしょう,축소,,명사(名詞),3
912,特性,とくせい,특성,,명사(名詞),3
913,迷子,まいご,미아,,명사(名詞),3
914,行う,おこなう,행하다,,명사(名詞),3
915,座席,ざせき,좌석,,명사(名詞),3
916,徹底,てってい,철저,,명사(名詞),3
917,調子,ちょうし,상태,,명사(名詞),3
918,表面,ひょうめん,표면,,명사(名詞),3
919,楽器,がっき,악기,,명사(名詞),3
920,気味,きみ,"기미, 기분",,명사(名詞),3
921,母親,ははおや,모친,,명사(名詞),3
922,物質,ぶっしつ,물질,,명사(名詞),3
923,経営,けいえい,경영,,명사(名詞),3
924,隠す,かくす,감추다,,동사(動詞),3
925,表現,ひょうげん,표현,,명사(名詞),3
926,想像,そうぞう,상상,,명사(名詞),3
927,嚔,くしゃみ,재채기,,명사(名詞),3
928,刀,かたな,(싸움용) 칼,,명사(名詞),3
929,貰う,もらう,받다,,동사(動詞),3
930,不平,ふへい,불평,,명사(名詞),3
932,給料,きゅうりょう,급료 (봉급),,명사(名詞),3
933,泡,あわ,거품,,명사(名詞),3
934,伸びる,のびる,"늘어나다, 자라다",,동사(動詞),3
935,価値,かち,가치,,명사(名詞),3
936,才能,さいのう,재능,,명사(名詞),3
937,幸運,こううん,행운,,명사(名詞),3
938,前方,ぜんぽう,전방,,명사(名詞),3
939,部分,ぶぶん,부분,,명사(名詞),3
940,備える,そなえる,대비(준비)하다,,동사(動詞),3
941,信じる,しんじる,믿다,,동사(動詞),3
942,繰り返す,くりかえす,반복하다,,동사(動詞),3
943,親,おや,부모,,명사(名詞),3
944,祭,まつり,"축제, 잔치",,명사(名詞),3
945,食う,くう,먹다,,동사(動詞),3
946,最高,さいこう,최고,,명사(名詞),3
947,単科大学,たんかだいがく,단과대학,,명사(名詞),3
948,通り,とおり,길,,명사(名詞),3
949,出勤,しゅっきん,출근,,명사(名詞),3
950,布団,ふとん,이불,,명사(名詞),3
951,恋人,こいびと,연인,,명사(名詞),3
952,足跡,あしあと,"발자취, 발자국",,명사(名詞),3
953,真剣に,しんけんに,진지하게,,명사(名詞),3
954,逆,ぎゃく,반대,,명사(名詞),3
955,財産,ざいさん,재산,,명사(名詞),3
957,涙,なみだ,눈물,,명사(名詞),3
958,滅多に,めったに,좀처럼,,부사(副詞),3
959,前進,ぜんしん,전진,,명사(名詞),3
960,成る,なる,되다,,동사(動詞),3
961,政府,せいふ,정부,,명사(名詞),3
962,仲,なか,사이,,명사(名詞),3
963,症状,しょうじょう,증상,,명사(名詞),3
964,解く,とく,풀다,,동사(動詞),3
965,被る,かぶる,쓰다,,동사(動詞),3
966,主張,しゅちょう,주장,,명사(名詞),3
967,抜く,ぬく,"뽑다, 빼내다",,동사(動詞),3
968,解ける,とける,풀리다,,동사(動詞),3
969,恩,おん,은혜,,명사(名詞),3
970,実際,じっさい,실제,,명사(名詞),3
971,絵画,かいが,회화 (미술에서),,명사(名詞),3
972,年間,ねんかん,연간,,명사(名詞),3
973,勝ち,かち,"이김, 승",,명사(名詞),3
974,表情,ひょうじょう,표정,,명사(名詞),3
975,風呂,ふろ,욕조,,명사(名詞),3
976,羨ましい,うらやましい,부럽다,,형용사(形容詞),3
977,現実,げんじつ,현실,,명사(名詞),3
978,見舞い,みまい,"문안, 문병",,명사(名詞),3
979,大統領,だいとうりょう,대통령,,명사(名詞),3
980,掛け算,かけざん,곱셈,,명사(名詞),3
981,偉大,いだい,위대,,명사(名詞),3
982,意義,いぎ,"의의, 뜻",,명사(名詞),3
983,片道,かたみち,편도,,명사(名詞),3
984,全く,まったく,전혀,,부사(副詞),3
985,出身,しゅっしん,출신,,명사(名詞),3
986,売り切れ,うりきれ,매진,,명사(名詞),3
987,事前に,じぜんに,사전에,,부사(副詞),3
988,校庭,こうてい,교정(학교의),,명사(名詞),3
989,地位,ちい,지위,,명사(名詞),3
990,主要,しゅよう,주요,,명사(名詞),3
991,教わる,おそわる,배우다,,동사(動詞),3
992,更に,さらに,"게다가, 더욱",,부사(副詞),3
993,合わせる,あわせる,"맞추다, 맞게하다",,동사(動詞),3
994,指定,してい,지정,,명사(名詞),3
995,農民,のうみん,농민,,명사(名詞),3
996,起こる,おこる,발생하다,,동사(動詞),3
997,明ける,あける,"(날이) 새다, 밝아지다",,동사(動詞),3
998,氏名,しめい,성명 (성과 이름),,명사(名詞),3
1000,地下,ちか,지하,,명사(名詞),3
1001,内,うち,안,,명사(名詞),3
1002,機関,きかん,기관,,명사(名詞),3
1003,明後日,あさって,모레,,명사(名詞),3
1004,実現,じつげん,실현,,명사(名詞),3
1005,既に,すでに,"이미, 벌써",,명사(名詞),3
1006,定期,ていき,정기,,명사(名詞),3
1007,化学,かがく,화학,,명사(名詞),3
1008,種,たね,씨,,명사(名詞),3
1009,人類,じんるい,인류,,명사(名詞),3
1010,掴む,つかむ,잡다,,동사(動詞),3
1011,のんびり,,한가로이,,부사(副詞),3
1012,叫ぶ,さけぶ,외치다,,동사(動詞),3
1013,支店,してん,지점,,명사(名詞),3
1014,宝,たから,보물,,명사(名詞),3
1015,夫人,ふじん,부인,,명사(名詞),3
1017,関連,かんれん,관련,,명사(名詞),3
1018,実行,じっこう,실행,,명사(名詞),3
1020,発見,はっけん,발견,,명사(名詞),3
1021,血液,けつえき,혈액,,명사(名詞),3
1022,医療,いりょう,의료,,명사(名詞),3
1023,博物館,はくぶつかん,박물관,,명사(名詞),3
1024,温室,おんしつ,온실,,명사(名詞),3
1025,奪う,うばう,빼앗다,,동사(動詞),3
1026,日光,にっこう,일광,,명사(名詞),3
1027,事件,じけん,사건,,명사(名詞),3
1028,僕,ぼく,나 (남자의 자칭),,명사(名詞),3
1029,会計,かいけい,"회계, 계산",,명사(名詞),3
1030,故障,こしょう,고장,,명사(名詞),3
1031,望む,のぞむ,소망하다,,동사(動詞),3
1032,大使,たいし,대사 (외교관),,명사(名詞),3
1033,科目,かもく,과목,,명사(名詞),3
1034,浴びる,あびる,뒤짚어쓰다,,동사(動詞),3
1035,保存,ほぞん,보존,,명사(名詞),3
1036,少しも,すこしも,조금도,,부사(副詞),3
1037,冒険,ぼうけん,모험,,동사(動詞),3
1038,代金,だいきん,대금,,명사(名詞),3
1039,鍋,なべ,냄비,,명사(名詞),3
1040,事務,じむ,사무,,명사(名詞),3
1041,通行,つうこう,통행,,명사(名詞),3
1042,憧れる,あこがれる,동경하다,,동사(動詞),3
1043,消防,しょうぼう,소방,,명사(名詞),3
1045,迷惑,めいわく,민폐,,명사(名詞),3
1047,切れる,きれる,"끊어지다, 잘리다",,동사(動詞),3
1048,差,さ,"차, 차이",,명사(名詞),3
1049,記入,きにゅう,기입,,명사(名詞),3
1050,家具,かぐ,가구,,명사(名詞),3
1051,誤解,ごかい,오해,,명사(名詞),3
1052,劇場,げきじょう,극장,,명사(名詞),3
1053,一生,いっしょう,"일생, 평생",,명사(名詞),3
1054,任せる,まかせる,맡기다,,동사(動詞),3
1055,体温,たいおん,체온,,명사(名詞),3
1056,学期,がっき,학기,,명사(名詞),3
1057,腐る,くさる,"썩다, 상하다",,동사(動詞),3
1058,地方,ちほう,지방,,명사(名詞),3
1059,希望,きぼう,희망,,명사(名詞),3
1060,挙げる,あげる,들다,,동사(動詞),3
1061,実施,じっし,실시,,명사(名詞),3
1062,失業,しつぎょう,실업,,명사(名詞),3
1063,感謝,かんしゃ,감사,,명사(名詞),3
1064,負け,まけ,"패배, 짐",,명사(名詞),3
1065,覚める,さめる,눈이뜨이다,,동사(動詞),3
1066,作家,さっか,작가,,명사(名詞),3
1067,可能,かのう,가능,,형용사(形容詞),3
1068,有能,ゆうのう,유능,,형용사(形容詞),3
1070,支払う,しはらう,지불하다,,동사(動詞),3
1071,筆,ふで,붓,,명사(名詞),3
1072,続き,つづき,계속,,명사(名詞),3
1073,夫婦,ふうふ,부부,,명사(名詞),3
1075,誘う,さそう,권유하다,,동사(動詞),3
1076,明確に,めいかくに,명확히,,부사(副詞),3
1077,出現,しゅつげん,출현,,명사(名詞),3
1078,私立,しりつ,사립,,명사(名詞),3
1079,河川,かせん,하천,,명사(名詞),3
1080,釣,つり,낚시,,명사(名詞),3
1082,応募,おうぼ,응모,,명사(名詞),3
1083,地面,じめん,지면,,명사(名詞),3
1084,不可,ふか,불가,,명사(名詞),3
1086,噂,うわさ,소문,,명사(名詞),3
1087,生き物,いきもの,생물,,명사(名詞),3
1088,活気,かっき,활기,,명사(名詞),3
1089,就活,しゅうかつ,취활,,명사(名詞),3
1090,賢い,かしこい,영리하다,,형용사(形容詞),3
1091,城,しろ,성,,명사(名詞),3
1092,信号,しんごう,신호,,명사(名詞),3
1093,天候,てんこう,날씨,,명사(名詞),3
1094,書店,しょてん,서점,,명사(名詞),3
1095,暗記,あんき,암기,,명사(名詞),3
1096,条件,じょうけん,조건,,명사(名詞),3
1097,年月,としつき,"연월, 세월",,명사(名詞),3
1099,地平線,ちへいせん,지평선,,명사(名詞),3
1100,工学,こうがく,공학,,명사(名詞),3
1101,余分,よぶん,여분,,명사(名詞),3
1102,生まれ,うまれ,"탄생, 출생",,명사(名詞),3
1104,年齢,ねんれい,연령,,명사(名詞),3
1105,苦手,にがて,서투름,,형용사(形容詞),3
1106,単なる,たんなる,단순한,,형용동사(形容動詞),3
1107,真っ赤,まっか,새빨감,,명사(名詞),3
1109,悲しむ,かなしむ,슬퍼하다,,동사(動詞),3
1110,住居,じゅうきょ,주거,,명사(名詞),3
1111,単語,たんご,단어,,명사(名詞),3
1112,位置,いち,위치,,명사(名詞),3
1113,屋根,やね,지붕,,명사(名詞),3
1114,救う,すくう,구(원)하다,,동사(動詞),3
1115,柄,がら,"분수, 무늬",,명사(名詞),3
1117,煙,けむり,연기,,명사(名詞),3
1118,邪魔,じゃま,방해,,명사(名詞),3
1119,演劇,えんげき,연극,,명사(名詞),3
1120,兎,うさぎ,토끼,,명사(名詞),3
1121,現金,げんきん,현금,,명사(名詞),3
1122,感覚,かんかく,감각,,명사(名詞),3
1123,比較,ひかく,비교,,명사(名詞),3
1124,描く,えがく,그리다,,동사(動詞),3
1125,怠ける,なまける,게으름 피우다,,동사(動詞),3
1126,名,な,이름,,명사(名詞),3
1127,回収,かいしゅう,회수,,명사(名詞),3
